id,height,height_vs_avg
544406,63,Below Avg
544819,77,Above Avg
544978,53,Below Avg
545115,73,Above Avg
545150,79,Above Avg
545286,75,Above Avg
545734,55,Below Avg
545916,78,Above Avg
545975,72,Above Avg
546008,67,Above Avg
546021,57,Below Avg
546032,65,Below Avg
546072,55,Below Avg
546132,61,Below Avg
546176,54,Below Avg
546227,82,Above Avg
546251,79,Above Avg
546284,71,Above Avg
546336,72,Above Avg
546341,55,Below Avg
546445,63,Below Avg
546497,73,Above Avg
546526,60,Below Avg
546691,55,Below Avg
546782,65,Below Avg
546831,63,Below Avg
546924,50,Below Avg
546955,82,Above Avg
547130,68,Above Avg
547188,55,Below Avg
547196,61,Below Avg
547393,59,Below Avg
547504,67,Above Avg
547657,60,Below Avg
547702,51,Below Avg
547769,56,Below Avg
547798,76,Above Avg
547861,64,Below Avg
547958,52,Below Avg
547971,78,Above Avg
548003,55,Below Avg
548133,53,Below Avg
548208,61,Below Avg
548299,56,Below Avg
548324,73,Above Avg
548366,52,Below Avg
548448,74,Above Avg
548875,74,Above Avg
548884,65,Below Avg
548977,73,Above Avg
549082,77,Above Avg
549106,50,Below Avg
549194,82,Above Avg
549311,55,Below Avg
549327,65,Below Avg
549368,72,Above Avg
549419,57,Below Avg
549477,55,Below Avg
549478,74,Above Avg
549486,50,Below Avg
549508,77,Above Avg
549514,81,Above Avg
549555,67,Above Avg
549678,62,Below Avg
549734,64,Below Avg
549873,73,Above Avg
550017,59,Below Avg
550029,68,Above Avg
550327,77,Above Avg
550374,80,Above Avg
550383,79,Above Avg
550448,52,Below Avg
550489,63,Below Avg
550509,74,Above Avg
550688,75,Above Avg
550700,81,Above Avg
550719,58,Below Avg
550761,51,Below Avg
550826,70,Above Avg
550834,71,Above Avg
550887,61,Below Avg
550890,60,Below Avg
550933,71,Above Avg
550955,78,Above Avg
550985,50,Below Avg
551069,80,Above Avg
551226,74,Above Avg
551570,55,Below Avg
551626,55,Below Avg
551660,73,Above Avg
551669,78,Above Avg
551677,56,Below Avg
551723,50,Below Avg
551744,59,Below Avg
551767,72,Above Avg
551800,73,Above Avg
551827,68,Above Avg
551948,68,Above Avg
551992,71,Above Avg
551995,56,Below Avg
552125,81,Above Avg
552148,65,Below Avg
552263,82,Above Avg
552345,71,Above Avg
552463,80,Above Avg
552530,53,Below Avg
552533,60,Below Avg
552550,58,Below Avg
552673,80,Above Avg
552703,59,Below Avg
552726,53,Below Avg
552786,51,Below Avg
552825,50,Below Avg
552851,78,Above Avg
552892,66,Below Avg
553093,77,Above Avg
553132,73,Above Avg
553142,69,Above Avg
553171,66,Below Avg
553174,71,Above Avg
553263,70,Above Avg
553390,75,Above Avg
553491,58,Below Avg
553503,72,Above Avg
553585,76,Above Avg
553651,70,Above Avg
554017,77,Above Avg
554179,61,Below Avg
554516,50,Below Avg
554593,54,Below Avg
554631,55,Below Avg
554693,79,Above Avg
554707,57,Below Avg
554730,62,Below Avg
554768,50,Below Avg
554795,81,Above Avg
554837,73,Above Avg
554841,57,Below Avg
554896,66,Below Avg
555189,80,Above Avg
555320,57,Below Avg
555444,60,Below Avg
555548,77,Above Avg
555657,74,Above Avg
555807,66,Below Avg
555810,67,Above Avg
555927,65,Below Avg
556026,58,Below Avg
556188,51,Below Avg
556222,74,Above Avg
556237,50,Below Avg
556313,67,Above Avg
556362,75,Above Avg
556463,81,Above Avg
556490,76,Above Avg
556518,69,Above Avg
556525,75,Above Avg
556539,73,Above Avg
556561,67,Above Avg
556582,82,Above Avg
556615,69,Above Avg
556632,65,Below Avg
556753,59,Below Avg
556765,56,Below Avg
556858,56,Below Avg
556928,66,Below Avg
557011,81,Above Avg
557219,74,Above Avg
557256,53,Below Avg
557475,74,Above Avg
557555,63,Below Avg
557627,63,Below Avg
557673,50,Below Avg
557773,62,Below Avg
557774,62,Below Avg
557842,58,Below Avg
557919,51,Below Avg
557976,74,Above Avg
558031,76,Above Avg
558157,66,Below Avg
558190,59,Below Avg
558246,68,Above Avg
558359,67,Above Avg
558431,70,Above Avg
558498,75,Above Avg
558580,65,Below Avg
558587,67,Above Avg
558645,71,Above Avg
558658,81,Above Avg
558785,57,Below Avg
558818,59,Below Avg
558836,55,Below Avg
558895,73,Above Avg
559314,54,Below Avg
559325,68,Above Avg
559459,52,Below Avg
559461,58,Below Avg
559740,67,Above Avg
559759,76,Above Avg
559804,61,Below Avg
560226,54,Below Avg
560360,65,Below Avg
560362,61,Below Avg
560393,65,Below Avg
560397,60,Below Avg
560402,64,Below Avg
560498,63,Below Avg
560603,74,Above Avg
560677,59,Below Avg
560838,78,Above Avg
561286,79,Above Avg
561394,77,Above Avg
561407,66,Below Avg
561539,59,Below Avg
561602,65,Below Avg
561614,82,Above Avg
561617,61,Below Avg
561631,76,Above Avg
561772,50,Below Avg
562023,81,Above Avg
562234,57,Below Avg
562332,58,Below Avg
562346,66,Below Avg
562615,76,Above Avg
562685,58,Below Avg
562704,62,Below Avg
562732,74,Above Avg
562738,56,Below Avg
563010,53,Below Avg
563036,54,Below Avg
563130,66,Below Avg
563151,70,Above Avg
563180,73,Above Avg
563222,60,Below Avg
563394,68,Above Avg
563397,75,Above Avg
563504,70,Above Avg
563519,78,Above Avg
563596,60,Below Avg
563615,69,Above Avg
563635,66,Below Avg
563643,53,Below Avg
563649,56,Below Avg
563654,54,Below Avg
563710,70,Above Avg
563725,78,Above Avg
563787,61,Below Avg
563808,80,Above Avg
563940,60,Below Avg
564032,71,Above Avg
564051,73,Above Avg
564082,53,Below Avg
564097,58,Below Avg
564169,71,Above Avg
564174,75,Above Avg
564239,79,Above Avg
564244,81,Above Avg
564249,79,Above Avg
564286,51,Below Avg
564435,73,Above Avg
564584,65,Below Avg
564639,70,Above Avg
564733,75,Above Avg
564860,55,Below Avg
565101,50,Below Avg
565102,76,Above Avg
565227,65,Below Avg
565251,78,Above Avg
565399,55,Below Avg
565421,82,Above Avg
565652,52,Below Avg
565655,54,Below Avg
565734,55,Below Avg
565876,68,Above Avg
566010,67,Above Avg
566120,53,Below Avg
566177,74,Above Avg
566222,71,Above Avg
566400,73,Above Avg
566458,64,Below Avg
566532,51,Below Avg
566538,72,Above Avg
566616,56,Below Avg
566756,52,Below Avg
566839,52,Below Avg
566895,50,Below Avg
566920,82,Above Avg
566924,64,Below Avg
566934,76,Above Avg
566947,68,Above Avg
566974,52,Below Avg
567054,76,Above Avg
567116,74,Above Avg
567332,50,Below Avg
567351,75,Above Avg
567395,70,Above Avg
567498,56,Below Avg
567530,63,Below Avg
567612,82,Above Avg
567739,73,Above Avg
567779,73,Above Avg
567793,79,Above Avg
567898,73,Above Avg
567939,68,Above Avg
567953,69,Above Avg
568053,73,Above Avg
568119,61,Below Avg
568163,75,Above Avg
568231,82,Above Avg
568327,63,Below Avg
568385,56,Below Avg
568485,68,Above Avg
568503,77,Above Avg
568510,58,Below Avg
568512,74,Above Avg
568747,59,Below Avg
568748,71,Above Avg
568822,62,Below Avg
569046,55,Below Avg
569084,68,Above Avg
569122,54,Below Avg
569281,57,Below Avg
569410,76,Above Avg
569563,63,Below Avg
569600,72,Above Avg
569745,55,Below Avg
569819,64,Below Avg
569847,63,Below Avg
570164,74,Above Avg
570173,56,Below Avg
570226,60,Below Avg
570829,65,Below Avg
570927,66,Below Avg
570939,64,Below Avg
571085,71,Above Avg
571223,75,Above Avg
571289,59,Below Avg
571370,56,Below Avg
571397,69,Above Avg
571461,63,Below Avg
571489,68,Above Avg
571546,54,Below Avg
571574,52,Below Avg
571718,58,Below Avg
571745,78,Above Avg
571849,61,Below Avg
571992,50,Below Avg
572148,81,Above Avg
572154,63,Below Avg
572502,65,Below Avg
572512,60,Below Avg
572599,78,Above Avg
572656,75,Above Avg
572693,66,Below Avg
572712,52,Below Avg
572867,78,Above Avg
573007,72,Above Avg
573029,73,Above Avg
573051,57,Below Avg
573061,79,Above Avg
573165,79,Above Avg
573254,61,Below Avg
573427,54,Below Avg
573441,51,Below Avg
573532,51,Below Avg
573603,68,Above Avg
573681,71,Above Avg
573885,61,Below Avg
573918,70,Above Avg
573935,79,Above Avg
574020,68,Above Avg
574035,80,Above Avg
574190,65,Below Avg
574207,60,Below Avg
574322,82,Above Avg
574576,77,Above Avg
574753,64,Below Avg
575091,54,Below Avg
575170,66,Below Avg
575252,71,Above Avg
575362,59,Below Avg
575390,54,Below Avg
575400,55,Below Avg
575440,59,Below Avg
575499,77,Above Avg
575510,51,Below Avg
575700,70,Above Avg
575724,53,Below Avg
575737,66,Below Avg
576164,52,Below Avg
576192,53,Below Avg
576583,77,Above Avg
576671,62,Below Avg
576695,61,Below Avg
576923,51,Below Avg
577078,60,Below Avg
577082,64,Below Avg
577226,73,Above Avg
577269,73,Above Avg
577272,80,Above Avg
577297,64,Below Avg
577325,51,Below Avg
577365,76,Above Avg
577443,55,Below Avg
577514,51,Below Avg
577555,72,Above Avg
577631,73,Above Avg
577837,79,Above Avg
577866,52,Below Avg
577934,59,Below Avg
577997,81,Above Avg
578035,77,Above Avg
578075,68,Above Avg
578168,64,Below Avg
578371,54,Below Avg
578466,80,Above Avg
578568,60,Below Avg
578584,72,Above Avg
578595,75,Above Avg
578662,55,Below Avg
578781,59,Below Avg
578798,82,Above Avg
578800,66,Below Avg
578982,78,Above Avg
579003,77,Above Avg
579070,54,Below Avg
579276,61,Below Avg
579329,75,Above Avg
579381,50,Below Avg
579398,62,Below Avg
579399,66,Below Avg
579408,63,Below Avg
579410,55,Below Avg
579688,73,Above Avg
579907,56,Below Avg
580023,74,Above Avg
580041,78,Above Avg
580081,69,Above Avg
580117,61,Below Avg
580272,60,Below Avg
580281,59,Below Avg
580315,63,Below Avg
580371,77,Above Avg
580607,66,Below Avg
580610,62,Below Avg
580665,71,Above Avg
581017,51,Below Avg
581136,62,Below Avg
581212,57,Below Avg
581218,60,Below Avg
581504,57,Below Avg
581510,72,Above Avg
581533,51,Below Avg
581565,69,Above Avg
581585,60,Below Avg
581628,66,Below Avg
581667,56,Below Avg
581739,75,Above Avg
581786,60,Below Avg
581850,69,Above Avg
581855,52,Below Avg
581941,70,Above Avg
581949,55,Below Avg
581983,57,Below Avg
582062,56,Below Avg
582164,57,Below Avg
582191,73,Above Avg
582313,75,Above Avg
582357,77,Above Avg
582399,63,Below Avg
582421,50,Below Avg
582471,79,Above Avg
582767,51,Below Avg
582996,69,Above Avg
583273,71,Above Avg
583532,52,Below Avg
583673,82,Above Avg
583746,66,Below Avg
583749,64,Below Avg
583899,61,Below Avg
584055,56,Below Avg
584103,63,Below Avg
584168,53,Below Avg
584173,53,Below Avg
584194,51,Below Avg
584366,56,Below Avg
584433,76,Above Avg
584477,62,Below Avg
584612,66,Below Avg
584643,50,Below Avg
584904,64,Below Avg
584986,77,Above Avg
585030,72,Above Avg
585174,67,Above Avg
585205,75,Above Avg
585254,64,Below Avg
585318,57,Below Avg
585344,60,Below Avg
585416,62,Below Avg
585436,75,Above Avg
585523,70,Above Avg
585589,81,Above Avg
585773,72,Above Avg
585848,82,Above Avg
585875,80,Above Avg
586143,64,Below Avg
586294,61,Below Avg
586343,50,Below Avg
586491,80,Above Avg
586562,55,Below Avg
586623,66,Below Avg
586661,80,Above Avg
586720,71,Above Avg
586838,64,Below Avg
586909,72,Above Avg
586949,52,Below Avg
587040,71,Above Avg
587284,73,Above Avg
587311,62,Below Avg
587352,54,Below Avg
587473,52,Below Avg
587605,67,Above Avg
587723,57,Below Avg
587839,82,Above Avg
587886,65,Below Avg
588055,56,Below Avg
588067,63,Below Avg
588073,50,Below Avg
588120,54,Below Avg
588281,65,Below Avg
588377,53,Below Avg
588400,76,Above Avg
588631,55,Below Avg
588727,55,Below Avg
588824,54,Below Avg
588863,58,Below Avg
588906,76,Above Avg
588956,51,Below Avg
589083,59,Below Avg
589161,66,Below Avg
589176,76,Above Avg
589241,72,Above Avg
589273,53,Below Avg
589304,72,Above Avg
589313,61,Below Avg
589371,58,Below Avg
589584,66,Below Avg
589589,64,Below Avg
589842,81,Above Avg
589872,59,Below Avg
589917,61,Below Avg
590088,56,Below Avg
590128,54,Below Avg
590311,59,Below Avg
590364,54,Below Avg
590371,81,Above Avg
590411,78,Above Avg
590590,80,Above Avg
590664,82,Above Avg
590680,82,Above Avg
590793,58,Below Avg
590832,70,Above Avg
591021,76,Above Avg
591090,74,Above Avg
591140,72,Above Avg
591200,62,Below Avg
591204,50,Below Avg
591762,79,Above Avg
592168,81,Above Avg
592213,65,Below Avg
592299,72,Above Avg
592360,53,Below Avg
592444,61,Below Avg
592484,81,Above Avg
592533,70,Above Avg
592762,55,Below Avg
592765,59,Below Avg
592861,57,Below Avg
593028,72,Above Avg
593039,56,Below Avg
593146,63,Below Avg
593180,63,Below Avg
593252,77,Above Avg
593408,59,Below Avg
593504,80,Above Avg
593641,63,Below Avg
593709,61,Below Avg
593894,64,Below Avg
594006,52,Below Avg
594043,65,Below Avg
594067,82,Above Avg
594327,70,Above Avg
594347,70,Above Avg
594414,60,Below Avg
594461,59,Below Avg
594582,67,Above Avg
594602,66,Below Avg
594818,63,Below Avg
594871,76,Above Avg
594996,74,Above Avg
595082,67,Above Avg
595149,82,Above Avg
595297,66,Below Avg
595313,71,Above Avg
595444,64,Below Avg
595566,75,Above Avg
595571,53,Below Avg
595597,64,Below Avg
595642,56,Below Avg
595803,62,Below Avg
595843,59,Below Avg
595910,60,Below Avg
595911,80,Above Avg
595960,57,Below Avg
596148,51,Below Avg
596234,81,Above Avg
596377,82,Above Avg
596423,78,Above Avg
596514,63,Below Avg
596823,58,Below Avg
597020,53,Below Avg
597040,52,Below Avg
597054,55,Below Avg
597204,70,Above Avg
597447,66,Below Avg
597545,72,Above Avg
597684,75,Above Avg
597750,72,Above Avg
597959,77,Above Avg
598027,65,Below Avg
598033,50,Below Avg
598055,82,Above Avg
598093,53,Below Avg
598100,79,Above Avg
598319,51,Below Avg
598339,62,Below Avg
598434,78,Above Avg
598501,53,Below Avg
598578,54,Below Avg
598641,57,Below Avg
598836,68,Above Avg
598924,54,Below Avg
599105,60,Below Avg
599314,82,Above Avg
599371,58,Below Avg
599459,58,Below Avg
599557,60,Below Avg
599664,51,Below Avg
599760,67,Above Avg
600115,63,Below Avg
600133,76,Above Avg
600149,63,Below Avg
600204,66,Below Avg
600277,80,Above Avg
600340,57,Below Avg
600491,64,Below Avg
600618,77,Above Avg
600631,73,Above Avg
600685,62,Below Avg
600756,74,Above Avg
600828,80,Above Avg
601094,61,Below Avg
601099,80,Above Avg
601140,67,Above Avg
601210,74,Above Avg
601243,65,Below Avg
601305,77,Above Avg
601372,80,Above Avg
601394,57,Below Avg
601435,54,Below Avg
601648,74,Above Avg
601666,63,Below Avg
601723,55,Below Avg
601858,75,Above Avg
601893,50,Below Avg
602013,54,Below Avg
602015,56,Below Avg
602039,66,Below Avg
602043,79,Above Avg
602106,78,Above Avg
602391,79,Above Avg
602471,67,Above Avg
602492,76,Above Avg
602501,68,Above Avg
602669,53,Below Avg
602805,58,Below Avg
602843,61,Below Avg
602862,66,Below Avg
602937,76,Above Avg
603092,76,Above Avg
603161,68,Above Avg
603229,69,Above Avg
603381,74,Above Avg
603403,61,Below Avg
603405,78,Above Avg
603493,77,Above Avg
603591,81,Above Avg
603960,54,Below Avg
604197,82,Above Avg
604212,51,Below Avg
604233,73,Above Avg
604297,80,Above Avg
604339,65,Below Avg
604413,74,Above Avg
604525,75,Above Avg
604820,51,Below Avg
604828,75,Above Avg
605048,70,Above Avg
605053,77,Above Avg
605285,66,Below Avg
605379,55,Below Avg
605387,51,Below Avg
605451,78,Above Avg
605460,65,Below Avg
605617,69,Above Avg
605656,75,Above Avg
605718,58,Below Avg
605792,58,Below Avg
605869,55,Below Avg
605880,55,Below Avg
605892,63,Below Avg
606055,72,Above Avg
606240,75,Above Avg
606395,56,Below Avg
606431,59,Below Avg
606450,68,Above Avg
606475,77,Above Avg
606496,58,Below Avg
606802,65,Below Avg
606829,68,Above Avg
606887,52,Below Avg
606909,64,Below Avg
606928,55,Below Avg
606988,81,Above Avg
607069,75,Above Avg
607319,61,Below Avg
607333,79,Above Avg
607389,53,Below Avg
607542,60,Below Avg
607589,64,Below Avg
607687,76,Above Avg
607688,66,Below Avg
607891,62,Below Avg
608130,61,Below Avg
608202,53,Below Avg
608207,76,Above Avg
608217,61,Below Avg
608284,57,Below Avg
608304,55,Below Avg
608336,82,Above Avg
608566,55,Below Avg
608590,56,Below Avg
608672,82,Above Avg
608688,70,Above Avg
608739,81,Above Avg
608740,80,Above Avg
608799,56,Below Avg
608836,64,Below Avg
608859,71,Above Avg
608934,80,Above Avg
608944,81,Above Avg
609030,77,Above Avg
609037,69,Above Avg
609088,66,Below Avg
609239,68,Above Avg
609462,53,Below Avg
609495,74,Above Avg
609523,54,Below Avg
609574,65,Below Avg
609620,82,Above Avg
609695,69,Above Avg
609868,71,Above Avg
609889,71,Above Avg
609970,82,Above Avg
610009,81,Above Avg
610284,80,Above Avg
610452,73,Above Avg
610489,64,Below Avg
610494,72,Above Avg
610498,62,Below Avg
610545,66,Below Avg
610730,70,Above Avg
610877,75,Above Avg
610983,70,Above Avg
611007,70,Above Avg
611046,60,Below Avg
611158,73,Above Avg
611163,70,Above Avg
611219,51,Below Avg
611287,57,Below Avg
611319,73,Above Avg
611369,55,Below Avg
611418,54,Below Avg
611474,74,Above Avg
611482,67,Above Avg
611543,80,Above Avg
611580,68,Above Avg
611704,72,Above Avg
611876,66,Below Avg
611892,81,Above Avg
612012,62,Below Avg
612058,79,Above Avg
612072,64,Below Avg
612354,55,Below Avg
612589,57,Below Avg
612675,63,Below Avg
612865,56,Below Avg
612874,79,Above Avg
612877,68,Above Avg
612974,72,Above Avg
613023,52,Below Avg
613085,79,Above Avg
613094,68,Above Avg
613132,78,Above Avg
613427,71,Above Avg
613493,53,Below Avg
613563,80,Above Avg
613621,75,Above Avg
613765,71,Above Avg
613766,74,Above Avg
613942,72,Above Avg
614252,55,Below Avg
614384,52,Below Avg
614409,64,Below Avg
614441,57,Below Avg
614472,75,Above Avg
614689,60,Below Avg
614705,75,Above Avg
615129,75,Above Avg
615211,57,Below Avg
615292,53,Below Avg
615431,59,Below Avg
615485,65,Below Avg
615543,82,Above Avg
615625,59,Below Avg
615657,71,Above Avg
615684,62,Below Avg
615766,71,Above Avg
615771,76,Above Avg
615875,55,Below Avg
615943,58,Below Avg
616006,82,Above Avg
616237,60,Below Avg
616486,64,Below Avg
616502,59,Below Avg
616538,78,Above Avg
616581,75,Above Avg
616627,56,Below Avg
616704,66,Below Avg
616764,67,Above Avg
616791,66,Below Avg
616840,75,Above Avg
616926,57,Below Avg
617029,62,Below Avg
617219,63,Below Avg
617225,74,Above Avg
617240,59,Below Avg
617242,79,Above Avg
617262,64,Below Avg
617310,57,Below Avg
617454,74,Above Avg
617507,55,Below Avg
617634,76,Above Avg
617705,52,Below Avg
617743,74,Above Avg
617956,75,Above Avg
617971,80,Above Avg
618084,71,Above Avg
618152,79,Above Avg
618178,82,Above Avg
618252,69,Above Avg
618274,64,Below Avg
618446,74,Above Avg
618534,54,Below Avg
618846,65,Below Avg
618939,51,Below Avg
619002,50,Below Avg
619133,80,Above Avg
619157,82,Above Avg
619257,64,Below Avg
619370,75,Above Avg
619438,57,Below Avg
619528,70,Above Avg
619618,66,Below Avg
619646,75,Above Avg
619808,50,Below Avg
619981,50,Below Avg
620005,77,Above Avg
620224,76,Above Avg
620261,73,Above Avg
620275,74,Above Avg
620522,60,Below Avg
620544,59,Below Avg
620913,51,Below Avg
620964,56,Below Avg
621226,52,Below Avg
621271,55,Below Avg
621611,64,Below Avg
621777,62,Below Avg
621881,76,Above Avg
621907,77,Above Avg
621948,59,Below Avg
622018,76,Above Avg
622026,53,Below Avg
622146,82,Above Avg
622283,72,Above Avg
622386,68,Above Avg
622427,77,Above Avg
622463,57,Below Avg
622673,81,Above Avg
622966,65,Below Avg
623044,66,Below Avg
623138,69,Above Avg
623214,80,Above Avg
623270,80,Above Avg
623338,63,Below Avg
623372,60,Below Avg
623628,75,Above Avg
623715,55,Below Avg
623904,55,Below Avg
624331,57,Below Avg
624510,77,Above Avg
624545,72,Above Avg
624580,69,Above Avg
624583,52,Below Avg
624694,51,Below Avg
624727,68,Above Avg
624763,76,Above Avg
624806,56,Below Avg
625251,53,Below Avg
625323,50,Below Avg
625357,68,Above Avg
625479,79,Above Avg
625603,72,Above Avg
625707,72,Above Avg
626002,58,Below Avg
626093,61,Below Avg
626113,76,Above Avg
626129,55,Below Avg
626154,51,Below Avg
626369,51,Below Avg
626430,71,Above Avg
626830,62,Below Avg
626850,63,Below Avg
626945,51,Below Avg
626956,73,Above Avg
627131,61,Below Avg
627292,64,Below Avg
627396,70,Above Avg
627537,53,Below Avg
627630,50,Below Avg
628136,69,Above Avg
628433,82,Above Avg
628488,62,Below Avg
628643,67,Above Avg
628863,75,Above Avg
629019,52,Below Avg
629373,71,Above Avg
629406,65,Below Avg
629425,60,Below Avg
629576,61,Below Avg
629834,58,Below Avg
629846,82,Above Avg
629979,62,Below Avg
629991,53,Below Avg
630006,68,Above Avg
630086,73,Above Avg
630123,73,Above Avg
630178,68,Above Avg
630309,81,Above Avg
630341,71,Above Avg
630356,61,Below Avg
630388,67,Above Avg
630420,73,Above Avg
630500,81,Above Avg
631082,60,Below Avg
631116,69,Above Avg
631149,61,Below Avg
631162,58,Below Avg
631294,64,Below Avg
631318,60,Below Avg
631394,63,Below Avg
631416,77,Above Avg
631513,82,Above Avg
631826,72,Above Avg
631914,57,Below Avg
632041,73,Above Avg
632082,72,Above Avg
632100,79,Above Avg
632142,62,Below Avg
632186,72,Above Avg
632264,50,Below Avg
632287,81,Above Avg
632313,56,Below Avg
632381,80,Above Avg
632554,71,Above Avg
632626,81,Above Avg
632670,74,Above Avg
632762,71,Above Avg
632853,52,Below Avg
632974,50,Below Avg
633354,58,Below Avg
633381,52,Below Avg
633438,73,Above Avg
633497,66,Below Avg
633556,80,Above Avg
633586,66,Below Avg
633622,77,Above Avg
633689,52,Below Avg
634007,64,Below Avg
634053,82,Above Avg
634183,78,Above Avg
634259,51,Below Avg
634301,77,Above Avg
634308,79,Above Avg
634352,67,Above Avg
634466,60,Below Avg
634629,66,Below Avg
634639,50,Below Avg
634697,73,Above Avg
634769,79,Above Avg
634816,53,Below Avg
634827,78,Above Avg
634998,69,Above Avg
635098,80,Above Avg
635138,52,Below Avg
635140,69,Above Avg
635209,67,Above Avg
635250,51,Below Avg
635267,69,Above Avg
635408,81,Above Avg
635454,50,Below Avg
635466,75,Above Avg
635580,57,Below Avg
635604,82,Above Avg
635650,63,Below Avg
635678,76,Above Avg
635733,72,Above Avg
635792,66,Below Avg
635899,64,Below Avg
636014,81,Above Avg
636019,67,Above Avg
636029,59,Below Avg
636072,54,Below Avg
636083,77,Above Avg
636103,67,Above Avg
636135,82,Above Avg
636184,58,Below Avg
636197,58,Below Avg
636340,60,Below Avg
636425,59,Below Avg
636561,77,Above Avg
636967,81,Above Avg
636971,77,Above Avg
637019,54,Below Avg
637057,64,Below Avg
637131,53,Below Avg
637186,57,Below Avg
637348,61,Below Avg
637372,78,Above Avg
637433,50,Below Avg
637536,82,Above Avg
637579,73,Above Avg
637688,59,Below Avg
637818,59,Below Avg
637821,50,Below Avg
638063,72,Above Avg
638103,82,Above Avg
638119,60,Below Avg
638161,73,Above Avg
638166,74,Above Avg
638176,62,Below Avg
638290,66,Below Avg
638311,63,Below Avg
638372,52,Below Avg
638631,64,Below Avg
638802,62,Below Avg
638844,56,Below Avg
638914,57,Below Avg
638934,73,Above Avg
638991,65,Below Avg
639141,78,Above Avg
639170,70,Above Avg
639462,56,Below Avg
639757,79,Above Avg
639760,60,Below Avg
639899,64,Below Avg
639900,51,Below Avg
640110,51,Below Avg
640178,75,Above Avg
640327,51,Below Avg
640491,73,Above Avg
640639,73,Above Avg
640797,59,Below Avg
640818,57,Below Avg
640848,69,Above Avg
641141,69,Above Avg
641168,50,Below Avg
641177,76,Above Avg
641281,68,Above Avg
641333,74,Above Avg
641473,64,Below Avg
641546,80,Above Avg
641581,68,Above Avg
641636,76,Above Avg
641731,53,Below Avg
641889,50,Below Avg
642061,75,Above Avg
642094,54,Below Avg
642178,65,Below Avg
642280,61,Below Avg
642405,70,Above Avg
642603,65,Below Avg
642816,74,Above Avg
642829,74,Above Avg
642852,71,Above Avg
642854,57,Below Avg
642891,66,Below Avg
643047,68,Above Avg
643246,62,Below Avg
643274,70,Above Avg
643276,56,Below Avg
643427,50,Below Avg
643438,67,Above Avg
643493,81,Above Avg
643530,60,Below Avg
643586,57,Below Avg
643591,64,Below Avg
643725,75,Above Avg
643735,62,Below Avg
643856,66,Below Avg
643914,69,Above Avg
643944,69,Above Avg
644047,66,Below Avg
644122,80,Above Avg
644191,74,Above Avg
644253,68,Above Avg
644264,55,Below Avg
644286,66,Below Avg
644488,58,Below Avg
644852,80,Above Avg
644878,67,Above Avg
644879,53,Below Avg
644885,51,Below Avg
645003,70,Above Avg
645110,74,Above Avg
645212,64,Below Avg
645227,77,Above Avg
645394,72,Above Avg
645625,78,Above Avg
645696,65,Below Avg
645732,68,Above Avg
645769,56,Below Avg
645777,69,Above Avg
645883,71,Above Avg
645936,53,Below Avg
646055,62,Below Avg
646098,80,Above Avg
646148,62,Below Avg
646182,65,Below Avg
646197,71,Above Avg
646238,72,Above Avg
646330,71,Above Avg
646380,56,Below Avg
646450,78,Above Avg
646536,79,Above Avg
646562,80,Above Avg
646685,64,Below Avg
646726,75,Above Avg
646729,64,Below Avg
646981,67,Above Avg
647069,57,Below Avg
647082,75,Above Avg
647093,71,Above Avg
647250,75,Above Avg
647511,61,Below Avg
647803,66,Below Avg
647833,63,Below Avg
648002,59,Below Avg
648020,78,Above Avg
648075,59,Below Avg
648269,55,Below Avg
648416,53,Below Avg
648435,81,Above Avg
648436,55,Below Avg
648618,57,Below Avg
648853,73,Above Avg
648961,64,Below Avg
649026,71,Above Avg
649208,59,Below Avg
649401,61,Below Avg
649498,69,Above Avg
649611,61,Below Avg
649717,63,Below Avg
649719,76,Above Avg
649891,59,Below Avg
649899,77,Above Avg
649972,82,Above Avg
650179,66,Below Avg
650228,57,Below Avg
650236,78,Above Avg
650548,59,Below Avg
650582,63,Below Avg
650903,52,Below Avg
650963,69,Above Avg
651018,59,Below Avg
651055,50,Below Avg
651090,55,Below Avg
651284,72,Above Avg
651413,77,Above Avg
651460,50,Below Avg
651638,73,Above Avg
651656,65,Below Avg
651718,62,Below Avg
651775,56,Below Avg
651948,76,Above Avg
652181,70,Above Avg
652272,67,Above Avg
652509,73,Above Avg
652538,71,Above Avg
652555,58,Below Avg
652690,60,Below Avg
652717,57,Below Avg
652976,58,Below Avg
653006,57,Below Avg
653086,63,Below Avg
653251,82,Above Avg
653583,54,Below Avg
653668,74,Above Avg
653739,72,Above Avg
653792,79,Above Avg
653883,65,Below Avg
653940,74,Above Avg
653947,57,Below Avg
653951,78,Above Avg
653992,69,Above Avg
654328,53,Below Avg
654411,51,Below Avg
654514,73,Above Avg
654525,73,Above Avg
654563,79,Above Avg
654591,57,Below Avg
654689,75,Above Avg
654732,80,Above Avg
654758,55,Below Avg
654876,52,Below Avg
655043,74,Above Avg
655075,75,Above Avg
655163,50,Below Avg
655291,72,Above Avg
655338,81,Above Avg
655363,73,Above Avg
655413,67,Above Avg
655862,63,Below Avg
655891,78,Above Avg
656088,57,Below Avg
656120,50,Below Avg
656236,70,Above Avg
656350,54,Below Avg
656367,54,Below Avg
656677,70,Above Avg
656801,76,Above Avg
656859,82,Above Avg
656884,60,Below Avg
657007,55,Below Avg
657068,81,Above Avg
657280,51,Below Avg
657344,66,Below Avg
657440,80,Above Avg
657548,64,Below Avg
657847,53,Below Avg
